Name,Year,Weight
Ultimate Werewolf: Compact Edition,2010,1.44
Cornucopia,2010,1.44
Star Fluxx,2011,1.44
The Dwarf King,2011,1.44
BITS,2011,1.44
PRRRT...,2011,1.44
Shinobi: War of Clans,2012,1.44
Knights of Ten,2012,1.44
Dragon Teeth Washer,2012,1.44
Dice's Zoo,2012,1.44
Sushi Draft,2012,1.44
Potato Man,2013,1.44
Hobbit Tales from the Green Dragon Inn,2013,1.44
Dungeon Guilds,2013,1.44
Dig Down Dwarf,2013,1.44
String Safari,2013,1.44
Lemminge,2014,1.44
Mint Tin Aliens,2014,1.44
Dino Race,2014,1.44
Regular Show Fluxx,2014,1.44
District-Z,2014,1.44
Night of the Grand Octopus,2014,1.44
Hold Your Breath!,2014,1.44
Justice League: Hero Dice - Superman,2015,1.44
Lotus,2016,1.44
Burke's Gambit,2016,1.44
Pocket Madness,2016,1.44
Meeple Circus,2017,1.44
Railroad Ink: Blazing Red Edition,2018,1.44
Trapwords,2018,1.44
Sherlock: Last Call,2018,1.44
The Tea Dragon Society Card Game,2018,1.44
Las Vegas Royale,2019,1.44
In Front of the Elevators,2019,1.44
Shardhunters,2019,1.44
The Field of the Cloth of Gold,2020,1.44
Dogfight,1962,1.45
Masterpiece,1970,1.45
Chopper Strike,1976,1.45
Eurobusiness,1983,1.45
Trumpet,1990,1.45
Magestones,1990,1.45
Jumanji,1995,1.45
Who? What? Where?,2003,1.45
Chez Grunt,2003,1.45
IGOR: The Mad Scientist's Lament,2004,1.45
The Difference Between Women & Men,2005,1.45
Meikyu Kingdom Card Game: Make You Conquest,2005,1.45
The Really Nasty Motor Racing Game,2006,1.45
Marvel Heroes Battle Dice,2006,1.45
Whoowasit?,2007,1.45
Einfach Genial Knobelspass,2007,1.45
Toss Your Cookies,2007,1.45
CrossWise,2008,1.45
Delve the Card Game,2009,1.45
Zooloretto Junior,2010,1.45
Last Call: The Bartender Game,2010,1.45
Kaiten Sushi,2010,1.45
Monopoly Revolution,2010,1.45
Famous 500: The World's Smallest Car Racing Game,2012,1.45
Castellan,2013,1.45
Dicht dran,2013,1.45
Office 21,2013,1.45
Till Dawn,2014,1.45
Hawken: Real-Time Card Game,2014,1.45
Kiwetin,2017,1.45
Monopoly Gamer: Mario Kart,2018,1.45
Top Secret,1985,1.46
Spy vs Spy,1986,1.46
Attacke,1993,1.46
Banana Republic,1993,1.46
Chronology,1996,1.46
DOG,1997,1.46
Abduction,1998,1.46
Chez Greek,2002,1.46
Nanofictionary,2002,1.46
Dread Pirate,2002,1.46
Hey. That's My Fish!,2003,1.46
Balloon Cup,2003,1.46
Portable Adventures: 8th Grade,2003,1.46
Sole Mio!,2004,1.46
Oceania,2004,1.46
Oh. Pharaoh!,2004,1.46
Rat Hot,2005,1.46
Comrade Koba,2005,1.46
Wicked Witches Way,2006,1.46
League of Pirates,2006,1.46
Krumble!,2006,1.46
DICEcapades,2007,1.46
Are You Smarter Than a 5th Grader?,2007,1.46
303,2010,1.46
Cartoon Network Fluxx,2014,1.46
Archer: The Danger Zone! Board Game,2014,1.46
Karuba,2015,1.46
Bad Medicine,2015,1.46
Tranquility,2020,1.46
King of 12,2020,1.46
Sub Search,1973,1.47
The Great Game of Britain,1973,1.47
Anti-Monopoly II,1977,1.47
Desperados,1980,1.47
Lost Treasure,1982,1.47
Rage,1983,1.47
Magic Dance,1988,1.47
Eureka,1988,1.47
G.O.O.T.M.U.,1992,1.47
Beyond Balderdash,1993,1.47
Dino Hunt,1996,1.47
The Wonderful World of Disney Trivia Game,1997,1.47
Take 5!,1998,1.47
Austin Powers CCG,1999,1.47
Shipwrecked,2000,1.47
Monopoly: The Card Game,2000,1.47
Crazy Race,2001,1.47
Smart Mouth,2001,1.47
Draco & Co,2001,1.47
Lumberjack,2002,1.47
Richthofen,2002,1.47
Break the Safe,2003,1.47
Techno Witches,2005,1.47
Cranium: The Family Fun Game,2005,1.47
Claim It!,2006,1.47
Snake Lake,2006,1.47
Lie Detector: The Crime Solving Card Game,2006,1.47
Taktika,2007,1.47
AmuseAmaze,2007,1.47
Kanji Battle,2007,1.47
Shanghaien,2008,1.47
God Dice,2008,1.47
Mixmo,2009,1.47
Jackal,2009,1.47
Battle Sheep,2010,1.47
Schlag den Raab: Das Spiel,2010,1.47
Hike,2011,1.47
Indigo,2012,1.47
Lemonade Stand,2012,1.47
Castle Crush!,2013,1.47
Lost Legacy: Third Chronicle - Sacred Grail & Staff of Dragons,2015,1.47
3 sind eine zu viel!,2015,1.47
Dungeon of Fortune,2015,1.47
Goblin's Breakfast,2015,1.47
Costa Rica,2016,1.47
Lovecraft Letter,2017,1.47
Catacombs of Karak,2017,1.47
Pocket Landship: Free Trial Version,2017,1.47
On Tour,2019,1.47
6 nimmt! 25 Jahre,2019,1.47
Jockey,1973,1.48
Pirateer,1978,1.48
The Mystic Wood,1980,1.48
Vampyre,1981,1.48
Heimlich & Co.,1984,1.48
Sherlock Holmes: The Card Game,1991,1.48
Pick Two!,1991,1.48
Nuclear Proliferation,1992,1.48
Gloria Picktoria,1996,1.48
Malarky,1996,1.48
Elixir,1997,1.48
The Extraordinary Adventures of Baron Munchausen,1998,1.48
Space Walk,1999,1.48
Turbo Taxi,2000,1.48
Flowerpower,2001,1.48
Anno Domini: Deutschland,2002,1.48
R-Eco,2003,1.48
I Go!,2003,1.48
King Arthur,2003,1.48
Bell-Bottomed Badassses on the Mean Streets of Funk,2004,1.48
Parade,2007,1.48
Weilong,2007,1.48
Fauna,2008,1.48
Pocket Rockets,2009,1.48
Are You the Traitor?,2009,1.48
Boomerang,2010,1.48
Heckmeck Barbecue,2010,1.48
Fabula,2010,1.48
Heroica: Draida,2011,1.48
Escape: The Curse of the Temple,2012,1.48
Rent a Hero,2012,1.48
Gauntlet of Fools,2012,1.48
Terror in Meeple City,2013,1.48
Piñata,2013,1.48
Shephy,2013,1.48
Camel Up,2014,1.48
Witness,2014,1.48
Cypher,2014,1.48
Drakon (Fourth Edition),2015,1.48
Seven7s,2015,1.48
Tokyo Highway,2016,1.48
Cat Lady,2017,1.48
Kokoro: Avenue of the Kodama,2017,1.48
Boggle,1972,1.49
Tally Ho!,1973,1.49
Take it Easy!,1983,1.49
Groo: The Game,1997,1.49
Anno Domini: Erfindungen,1999,1.49
Deadwood Studios USA,1999,1.49
Save Doctor Lucky,2000,1.49
Ka-Ching!,2001,1.49
Grave Robbers From Outer Space,2001,1.49
Coda,2002,1.49
Crazy Circus,2002,1.49
Mission Command Sea,2003,1.49
Santy Anno,2006,1.49
Wool Rules,2007,1.49
Ultimate Werewolf: Ultimate Edition,2008,1.49
Jaipur,2009,1.49
Flash Duel,2010,1.49
Harry Potter Hogwarts,2010,1.49
King of Tokyo,2011,1.49
In a Grove,2011,1.49
Cthulhu Fluxx,2012,1.49
Mint Delivery,2017,1.49
Careers,1955,1.5
Die grosse Auktion,1959,1.5
Railroader,1963,1.5
Spy Ring,1965,1.5
All-Pro Football,1967,1.5
Bowling Solitaire,1969,1.5
Tuf-abet,1969,1.5
Banqi,1970,1.5
Chaos,1970,1.5
Evade,1971,1.5
ABC Monday Night Football,1972,1.5
Escape from Colditz Castle,1972,1.5
The London Game,1972,1.5
Numeri,1973,1.5
The Peter Principle Game,1973,1.5
Corner,1974,1.5
Hepta,1974,1.5
Pegs and Jokers,1975,1.5
Numbers Up,1975,1.5
Superfection,1975,1.5
The Six Million Dollar Man,1975,1.5
Petropolis,1976,1.5
Ballonrennen,1977,1.5
Password Plus,1978,1.5
Interpol,1978,1.5
Pyramid,1978,1.5
Spingo,1980,1.5
Odyssey: The Gods Clash,1980,1.5
Star Wars: Hoth Ice Planet Adventure Game,1980,1.5
Mafia,1981,1.5
Quicksand,1981,1.5
Dark Cults,1983,1.5
Guillotine,1983,1.5
Calamity!,1983,1.5
Rum Rebellion,1983,1.5
Q*bert,1983,1.5
Beggars and Thieves,1984,1.5
Le Gang des Traction-Avant,1984,1.5
The Last Starfighter Combat Game,1984,1.5
Die Kette von Saba,1984,1.5
Dagon contra el Hechicero de los Reinos Negros,1985,1.5
Vantage,1985,1.5
Jok-R-ummy,1986,1.5
Swoggle,1986,1.5
Drachenfels,1986,1.5
UNO Dominos,1986,1.5
Distrito 21,1987,1.5
The Transformation Game,1987,1.5
Travel Buff,1987,1.5
Spion & Spion,1987,1.5
24 Game,1988,1.5
Rimini,1988,1.5
Shrieks & Creaks,1988,1.5
Cut and Run,1988,1.5
Past Lives,1988,1.5
Spectrangle,1989,1.5
Temple of the Beastmen,1989,1.5
Outburst Bible Edition,1989,1.5
Cluedo: Magnetic Pocket Edition,1989,1.5
Baha,1989,1.5
Das Letzte Kamel,1989,1.5
Hans Dampf,1989,1.5
The Challenge,1990,1.5
Astérix et les Romains,1990,1.5
Travel Clue,1990,1.5
Secrets of the Deep,1991,1.5
Celebrity Taboo,1991,1.5
Forbidden Bridge,1992,1.5
A to Z,1992,1.5
Where in the World is Carmen Sandiego?,1992,1.5
Inklings,1993,1.5
Rapid Recall,1993,1.5
Coloretto,1993,1.5
The Construction Game,1993,1.5
Army of Darkness,1993,1.5
Taktvoll,1993,1.5
Extinction,1993,1.5
Assassin,1993,1.5
Weapons & Warriors: Power Catapult Set,1994,1.5
Avalon,1994,1.5
Power Lunch,1994,1.5
High Society,1995,1.5
Tri-Ba-Lance,1995,1.5
Hijara,1995,1.5
UNO Madness,1995,1.5
Red Zone,1995,1.5
Xochintlan,1996,1.5
Battle Cattle,1996,1.5
Missionary: Impossible,1996,1.5
Monopoly: Coca-Cola Collector's Edition,1996,1.5
Crib Wars,1997,1.5
Beutelschneider,1997,1.5
Kit & Caboodle,1997,1.5
Rondo,1997,1.5
Oraklos,1997,1.5
Finish Lines,1997,1.5
Das Quiz des 20. Jahrhunderts,1998,1.5
Get Out,1998,1.5
Topminos,1998,1.5
Infection,1998,1.5
Make 5,1998,1.5
Triazzle,1998,1.5
Monopoly: NFL Official,1998,1.5
C-23,1998,1.5
Make Your Own Opoly,1998,1.5
Maul of America,1998,1.5
Secret Labyrinth,1998,1.5
Lost Cities,1999,1.5
Anno Domini: Frauen,1999,1.5
Double Quick,1999,1.5
Top Banana,1999,1.5
Spice Navigator,1999,1.5
VH1 Pop Up Video Game,1999,1.5
Da geht was ab im Morgenland,1999,1.5
Pez,2000,1.5
Tribbles Customizable Card Game,2000,1.5
Sagarian,2000,1.5
Monopoly: Scooby-Doo! Fright Fest,2000,1.5
ReFraze,2000,1.5
Hack Attack,2000,1.5
Survivor: The Australian Outback Card Game,2000,1.5
Monopoly: The .com Edition,2000,1.5
Big Brother: The Game,2000,1.5
Halloween Party,2000,1.5
Perplexus,2001,1.5
Luxor,2001,1.5
Ascension at Firepeak,2001,1.5
Too Many Cooks,2001,1.5
Final Fantasy IX Tetra Master Card Game,2001,1.5
Gnome Tribes,2001,1.5
Bionicle: Quest For The Masks CCG,2001,1.5
Battleship Card Game,2002,1.5
Zahltag,2002,1.5
Wie Hund und Katz!,2002,1.5
Monopoly: Spider-Man,2002,1.5
Coffee!,2002,1.5
Harry Potter and the Chamber of Secrets Trivia Game,2002,1.5
Yu-Gi-Oh Millennium Game,2002,1.5
Spooks,2003,1.5
HIRÞ: The Viking Game of Royal Conflict,2003,1.5
Kung Fu Samurai on Giant Robot Island,2003,1.5
Yellowstone Park,2003,1.5
Minestrone,2003,1.5
Counting Zzzzs,2003,1.5
Die wilden Fußballkerle,2003,1.5
Tempus Draconis,2003,1.5
Thieves Guild,2003,1.5
Den of Thieves,2003,1.5
This Vs That,2003,1.5
Marvel Trivia Game,2003,1.5
Monopoly: Elvis Presley 25th Anniversary,2003,1.5
Don't Be A Dork: The Ultimate Party Adventure Game!,2003,1.5
Monopoly: Muppets,2003,1.5
7 Deadly Sins,2003,1.5
Weapons of Mass Destruction,2004,1.5
Anno Domini: Spiel des Jahres,2004,1.5
Anno Domini: VIP,2004,1.5
Leapfrog,2004,1.5
Farfalia,2004,1.5
Drôles de Zèbres,2004,1.5
Carambouille,2004,1.5
Megaman NT Warrior Trading Card Game,2004,1.5
Versailles,2004,1.5
Waz Baraz,2004,1.5
Duel Masters: Battle of the Creatures Board Game,2004,1.5
Wonders of the World,2004,1.5
Hex Hex Next,2005,1.5
Race Day,2005,1.5
Pirates!,2005,1.5
Finger Football,2005,1.5
Simpei,2005,1.5
Corintho,2005,1.5
Candy,2005,1.5
Scene It? Harry Potter Deluxe,2005,1.5
ZigZag,2005,1.5
Miskatonic Madness,2005,1.5
Tooor!,2005,1.5
Obscura Tempora,2005,1.5
Scene it? Disney Deluxe Edition,2005,1.5
Monopoly: Batman,2005,1.5
Survivor: The Game,2005,1.5
Monopoly: Vintage Game Collection,2005,1.5
Simulations Canada's Battleship,2005,1.5
Poker Tiles Game,2005,1.5
Gefangen in der Geisterbahn,2005,1.5
Sin City,2005,1.5
NHL Ice Breaker: The Card Hockey Board Game,2006,1.5
Huang Dih: O Grande Imperador,2006,1.5
Bumper Car Arena,2006,1.5
Polarity,2006,1.5
AtmosFear: Khufu - The Mummy,2006,1.5
Champions of Faith,2006,1.5
Gold Thief,2006,1.5
Idol Quest,2006,1.5
Upturn,2006,1.5
Hatch:  the Dragonology Card Game,2006,1.5
Monopoly: Pirates of the Caribbean,2006,1.5
The Wrong Game,2006,1.5
The Game of Life: Pirates of the Caribbean - Dead Man's Chest,2006,1.5
Crystal Code,2006,1.5
Intelligent Design vs. Evolution,2006,1.5
Master of Rules,2007,1.5
Pirates of the Caribbean PocketModel Game,2007,1.5
Sortie,2007,1.5
Power Yahtzee,2007,1.5
Festival,2007,1.5
Sorry! The Simpsons Edition,2007,1.5
Het goud van de Farao,2007,1.5
Trivial Pursuit Greatest Hits,2007,1.5
Hero: Immortal King - The Lair of the Lich,2007,1.5
The Golden Compass,2007,1.5
The Drive on Metz (Second Edition),2008,1.5
Flapjacks & Sasquatches,2008,1.5
Chronology,2008,1.5
The Garlic Vampires,2008,1.5
Wir spielen Einkaufen,2008,1.5
DC HeroClix: Batman (Alpha),2008,1.5
The Suitcase Detectives,2008,1.5
Grandpa  Beck's Golf,2008,1.5
Triominos Gold,2008,1.5
The Truckers,2008,1.5
Docker,2008,1.5
The Chain Game,2008,1.5
Amos Daragon,2008,1.5
Monopoly: Clone Wars,2008,1.5
Trivial Pursuit Digital Choice,2008,1.5
Planet Earth DVD Game,2008,1.5
Black Stories: Das Spiel,2008,1.5
Battle of the Sexes: The Battle Continues,2008,1.5
Keltis: Das Kartenspiel,2009,1.5
Dune Express,2009,1.5
Anno Domini: America,2009,1.5
Rabbit Hunt,2009,1.5
Shootin' Ladders: Frag Fest,2009,1.5
Uppsala: Città d'Italia,2009,1.5
duck! duck! SAFARI!,2009,1.5
The Bugman's Game,2009,1.5
Volldampf voraus!,2009,1.5
bOOLeO,2009,1.5
Unter Geiern,2009,1.5
Pajaggle Boards,2009,1.5
Rio Grande,2009,1.5
Lunar Command,2009,1.5
Maccabees,2009,1.5
Viewpoint,2009,1.5
PsychoPet: The Nutty Pet Clinic,2009,1.5
Black Stories Junior: Green Stories,2009,1.5
Scrabble Apple,2009,1.5
Climate-Poker,2009,1.5
Trivial Pursuit Steal Card Game,2009,1.5
Scary Tales: Snow White vs. The Giant,2009,1.5
Quelf Card Game,2009,1.5
Schätze des Dunklen Turmes,2009,1.5
Twilight: The Board Game,2009,1.5
Burrows,2010,1.5
Stomple,2010,1.5
Mein erster Spieleschatz,2010,1.5
Blokus Junior,2010,1.5
Anno Domini: Fussball,2010,1.5
4 Monkeys,2010,1.5
Captain Jack's Gold,2010,1.5
Âge de Bronze,2010,1.5
Paying the Peiper,2010,1.5
Arkham Express,2010,1.5
The Bagged Peiper,2010,1.5
The Game of LIFE: The Haunted Mansion - The Disney Theme Park Edition,2010,1.5
Robin Hood,2011,1.5
Et Toque!,2011,1.5
A Blood-Red Banner: The Alamo,2011,1.5
Schlag den Raab: Das 2. Spiel,2011,1.5
New World Colony,2011,1.5
Exposaurus,2011,1.5
Vizia,2011,1.5
Tohuwabohu,2011,1.5
Top Promoter,2011,1.5
Node,2011,1.5
Teneriffa,2011,1.5
Ghost Hunt,2011,1.5
Bezzerwizzer Mini,2011,1.5
Family Alias,2011,1.5
The Jam,2011,1.5
Simon Flash,2011,1.5
Isegrim,2011,1.5
Água: The Water Cycle,2011,1.5
iKNOW,2012,1.5
Crooks,2012,1.5
Ubongo Junior,2012,1.5
Out of Gears,2012,1.5
LOT,2012,1.5
Goro-Goro Dōbutsu Shōgi,2012,1.5
Rifugio,2012,1.5
Black Stories: Sex and Crime Edition,2012,1.5
Barbarian Vince,2012,1.5
Nobody is Perfect: 20th Anniversary Edition,2012,1.5
Card Goblins,2012,1.5
The Battle of Tours. 732 A.D.,2012,1.5
Keltis Ór,2012,1.5
10 Tage durch Deutschland,2012,1.5
Land of Enin,2012,1.5
Ghost Pirates,2012,1.5
FitzIt,2012,1.5
Das Ligretto Fußballspiel,2012,1.5
Scrabble Twists & Turns,2012,1.5
Streifen Toni,2012,1.5
Die kleinen Drachenritter,2012,1.5
Two Crowns,2012,1.5
Grill Party,2012,1.5
Castles,2012,1.5
The Hunger Games: Jabberjay Card Game,2012,1.5
Samurai Gardener,2013,1.5
Race to Adventure: The Spirit of the Century Exploration Game,2013,1.5
Don Capollo,2013,1.5
Noueni,2013,1.5
Quinto Império,2013,1.5
How Many?,2013,1.5
Ajo y Agua,2013,1.5
Der Hobbit: Smaugs Einöde,2013,1.5
Overlords: The Card Game,2013,1.5
Old World New World,2013,1.5
Neptune,2013,1.5
Turbulence,2013,1.5
Il était une forêt,2013,1.5
Shooting Star,2013,1.5
Cluedo: Die drei ???,2013,1.5
Justice League: Axis of Villains Strategy Game,2013,1.5
Fanhunter: Las Montañas de la Locura - Electric Boogaloo,2013,1.5
Cat 10,2013,1.5
Sauschwer,2013,1.5
Galapagos,2013,1.5
Alchemist Academy,2013,1.5
Seas of Iron,2013,1.5
Trivial Pursuit: Party,2013,1.5
Jenga: Tetris,2013,1.5
Ultimate Werewolf: Deluxe Edition,2014,1.5
Dutch Blitz: Blue Expansion Pack,2014,1.5
Nightmarium,2014,1.5
Sherlock Holmes: Four Investigations,2014,1.5
Belle of the Ball,2014,1.5
Let Them Eat Shrimp!,2014,1.5
The Supershow,2014,1.5
Night Clan,2014,1.5
Formula E,2014,1.5
GYÜMI,2014,1.5
Det dårlige selskab,2014,1.5
Mumia: Wyścig w bandażach,2014,1.5
Camelot: The Court,2014,1.5
Knockout,2014,1.5
Flippin' Fruit,2014,1.5
Soqquadro,2014,1.5
Pirato Poker,2014,1.5
Chroma Cubes,2014,1.5
Flip 9,2014,1.5
Encounters: Bravest Warriors,2014,1.5
Flea Marketeers,2014,1.5
Scotland Yard: Tokyo,2014,1.5
Primiera,2014,1.5
Amber Route,2014,1.5
Grim End Manor,2014,1.5
Iron & Ale,2014,1.5
Linkage: A DNA Card Game,2014,1.5
Stier zoekt Bier,2014,1.5
Trivial Pursuit: The Big Bang Theory Edition,2014,1.5
Peng!,2014,1.5
Keep Running!,2014,1.5
Gatenkaas,2014,1.5
Space Junk,2014,1.5
Aruba: Battle Race,2014,1.5
Clue: Supernatural,2014,1.5
Cthulhu!!!: Hastur La Vista. Baby!,2014,1.5
Query,2014,1.5
Kombat Kittens,2014,1.5
Code Monkey Island,2014,1.5
King Arthur,2014,1.5
Butim,2014,1.5
Expeditie Robinson,2014,1.5
The Red Dragon's Lair,2014,1.5
The Great Snowball Battle,2014,1.5
Mafia de Cuba,2015,1.5
Cosmic Run,2015,1.5
The Lord of the Rings: Journey to Mordor,2015,1.5
LIE,2015,1.5
Lost Woods,2015,1.5
Drachenhort,2015,1.5
La Glace et le Ciel,2015,1.5
JunKing,2015,1.5
Dino Twist,2015,1.5
Warzoo,2015,1.5
Alchemidus,2015,1.5
Fliip Football,2015,1.5
Get The Cheese!,2015,1.5
Capitán Flint,2015,1.5
Blindes Huhn (Second Edition),2015,1.5
Casting,2015,1.5
Hexx & Hopp,2015,1.5
Zombies vs Cheerleaders,2015,1.5
Civicus Dice Game,2015,1.5
Captain Black,2015,1.5
C'est mon Fort!,2015,1.5
Steam Court,2015,1.5
RYŪ,2015,1.5
Schatz-Rabatz,2015,1.5
Maigo-Neko,2015,1.5
TimeBomb II,2015,1.5
Shinobi,2015,1.5
Compact Bowling,2015,1.5
Roots: A Game of Inventing Words,2015,1.5
Aljubarrota: The Royal Battle,2015,1.5
CHEW: Cases of the FDA,2015,1.5
Monopoly: Fallout Collector's Edition,2015,1.5
Kajko i Kokosz: Przygody Wojów,2015,1.5
Lord of the Dead,2015,1.5
Roar! Catch the Monster,2015,1.5
Gang Up!,2015,1.5
Rackare!,2015,1.5
Realm of Heroes,2015,1.5
Secret Santa,2015,1.5
ElfQuest Adventure Game,2015,1.5
Hoagie,2015,1.5
A Fistful of Gold,2015,1.5
Speed Snacks,2015,1.5
Urbis,2015,1.5
Orange Quest,2015,1.5
We Detectives,2015,1.5
DEER LORD!,2015,1.5
The Game of Life: Despicable Me,2015,1.5
Tiefe Taschen,2016,1.5
Bubblee Pop,2016,1.5
The Treasure of Isla Tortuga,2016,1.5
Dino Dude Ranch,2016,1.5
Las Vegas: The Card Game,2016,1.5
High Tide,2016,1.5
Pecunia non olet (Second Edition),2016,1.5
ManaSurge,2016,1.5
Zipang Portable,2016,1.5
Länder toppen!,2016,1.5
Sans Alliés,2016,1.5
Bananagrams Party,2016,1.5
Knights Club: The Bands of Bravery,2016,1.5
Castle Flutterstone,2016,1.5
Your Town,2016,1.5
Tara Wolf in Valley of the Kings,2016,1.5
Encantados,2016,1.5
The Lords of Rock,2016,1.5
Lumina,2016,1.5
Cosmic Kaboom,2016,1.5
Cosmocracy,2016,1.5
Menu Masters,2016,1.5
Ravenous River,2016,1.5
Clonk!,2016,1.5
Kullerhexe,2016,1.5
Get Adler! Deduction Card Game,2016,1.5
Ember: The Magical Card Game,2016,1.5
Dicey Goblins,2016,1.5
Sabordage,2016,1.5
Iliad: Heroes of Troy,2016,1.5
Wolf & Hound,2016,1.5
Super PACS,2016,1.5
Bla5t,2016,1.5
Cat Town,2016,1.5
Toire o Yogoshita nowa Dareda?,2016,1.5
Sherlock Holmes: The Challenge Of Irene Adler,2016,1.5
Clash of the Cards,2016,1.5
Cool am Pool,2016,1.5
Slush Fund 2,2016,1.5
Capture: A Medieval Wargame,2016,1.5
Miskatonic School for Boys,2016,1.5
Poor Choices,2016,1.5
Space Pioneers,2016,1.5
10 Dwarves,2016,1.5
Asterix & Obelix: Das große Abenteuer,2016,1.5
The Grimwood,2016,1.5
Corrupted Kingdoms,2016,1.5
Life Is Life,2016,1.5
Dragons,2016,1.5
Monsters Party: Voodoo Madness,2016,1.5
Olympians War,2016,1.5
Chimère,2016,1.5
Mined Out!,2016,1.5
Luther: Das Spiel,2016,1.5
GearSeed,2016,1.5
3UP 3DOWN,2016,1.5
Sugi,2016,1.5
Destroy BCN!,2016,1.5
Misantropia,2016,1.5
GG,2016,1.5
Cul-De-Sac Conquest,2016,1.5
Million Dollars But... The Game,2016,1.5
Big Time Soccer,2016,1.5
Cursed Court,2017,1.5
Einstein: His Amazing Life and Incomparable Science,2017,1.5
Truck Off: The Food Truck Frenzy,2017,1.5
Walk the Plank: Deluxe Edition,2017,1.5
RUM,2017,1.5
Sakura,2017,1.5
Math Fluxx,2017,1.5
Unreal Estate,2017,1.5
Underlings of Underwing,2017,1.5
Red Typhoon: The Soviet Winter Counter-Offensive. 1942,2017,1.5
Ali Baba,2017,1.5
Gier,2017,1.5
Fantastic Park,2017,1.5
Bohnanza: 20 Jahre,2017,1.5
Lusitania,2017,1.5
Sweet Spot,2017,1.5
Tembo,2017,1.5
Matterhorn,2017,1.5
Schüttel's,2017,1.5
Moons,2017,1.5
Walk The Plank: Limited Edition,2017,1.5
Major General: Duel of Time,2017,1.5
100 Swords: The Gold King's Dungeon,2017,1.5
DeathBot Derby,2017,1.5
Gyrating Hamsters,2017,1.5
Jack's Friends,2017,1.5
Cuckooo!,2017,1.5
100 Swords: The Silver Queen's Dungeon,2017,1.5
Sushi War: All You Can Hit!,2017,1.5
Castle Climbing Frog,2017,1.5
Super Hazard Quest,2017,1.5
BARPIG,2017,1.5
Tolomeo,2017,1.5
Fly Down,2017,1.5
Town of Salem: The Card Game,2017,1.5
Tenno,2017,1.5
Complicated Board Game the Card Game,2017,1.5
Tribe,2017,1.5
Scotland Yard: Das Kartenspiel,2017,1.5
Meeple Quest,2017,1.5
Treachery in a Pocket,2017,1.5
Tilting at Windmills,2017,1.5
Quadrum,2017,1.5
MBL Pocket Pro Tour,2017,1.5
Strawberry Ninja,2017,1.5
Remember When ...,2017,1.5
Atlas: Enchanted Lands,2017,1.5
Capo della Mafia,2017,1.5
Star Plus,2017,1.5
Fishing for Words,2017,1.5
Passaportas,2017,1.5
Asterix & Obelix: Mission Zaubertrank!,2017,1.5
Rolf,2017,1.5
Dungeon Hustle,2017,1.5
Frontier: The Card Game,2017,1.5
Deadland,2017,1.5
Arkham Ritual,2017,1.5
Champion of Earth,2017,1.5
Gold Raiders,2017,1.5
Pyramid of the Sun,2017,1.5
Legends of the Hidden Temple,2017,1.5
Arraial,2018,1.5
Sherlock: Propagation,2018,1.5
Word Slam Family,2018,1.5
Bukiet,2018,1.5
Epic Spell Wars of the Battle Wizards: Panic at the Pleasure Palace,2018,1.5
Greedy Kingdoms,2018,1.5
Once Upon a Castle,2018,1.5
Trans Europa & Trans Amerika,2018,1.5
Star Trek Fluxx,2018,1.5
Tag City,2018,1.5
Looterz: Rigor Mortis,2018,1.5
Patriots & Redcoats,2018,1.5
The Way of the Bear,2018,1.5
